Record_ID,State,District,Crop,Season,Year,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,pH,Avg_Temperature_C,Humidity_pct,Rainfall_mm,Fertilizer_Used_kg_ha,Yield_tons_per_ha
5606,Punjab,Patiala,Rice,Kharif,2019,Alluvial,81,48,63,8.05,18.7,70.0,767.2,102.6,3.37
5607,Punjab,Patiala,Maize,Kharif,2019,Alluvial,70,31,35,7.73,28.3,70.0,304.8,108.7,3.06
5608,Punjab,Patiala,Cotton,Kharif,2019,Alluvial,59,31,26,8.4,29.9,70.0,504.4,88.4,1.66
5609,Uttar Pradesh,Kanpur,Wheat,Rabi,2019,Alluvial,138,70,38,6.89,29.8,70.0,332.3,185.6,4.64
5610,Uttar Pradesh,Kanpur,Rice,Kharif,2019,Alluvial,87,40,42,6.99,22.6,70.0,656.3,121.8,3.18
5611,Uttar Pradesh,Kanpur,Maize,Kharif,2019,Alluvial,97,37,22,7.09,25.6,70.0,578.8,103.7,3.13
5612,Uttar Pradesh,Kanpur,Cotton,Kharif,2019,Alluvial,115,44,40,7.03,28.0,70.0,514.3,126.8,2.5
5613,Uttar Pradesh,Varanasi,Wheat,Rabi,2019,Alluvial,119,58,38,6.76,27.2,70.0,810.9,181.8,4.33
5614,Uttar Pradesh,Varanasi,Rice,Kharif,2019,Alluvial,68,57,46,6.84,21.7,70.0,703.3,107.8,3.67
5615,Uttar Pradesh,Varanasi,Maize,Kharif,2019,Alluvial,87,22,31,7.2,21.8,70.0,463.9,116.8,2.99
5616,Uttar Pradesh,Varanasi,Cotton,Kharif,2019,Alluvial,103,29,35,7.33,23.5,70.0,643.8,117.6,2.39
5617,West Bengal,Hooghly,Wheat,Rabi,2019,Alluvial,0,9,6,4.41,40.5,70.0,89.8,29.7,0.11
5618,West Bengal,Hooghly,Rice,Kharif,2019,Alluvial,108,34,46,6.35,20.9,70.0,518.3,164.5,3.75
5619,West Bengal,Hooghly,Maize,Kharif,2019,Alluvial,99,30,20,6.21,18.5,70.0,995.0,99.5,3.0
5620,West Bengal,Hooghly,Cotton,Kharif,2019,Alluvial,46,64,43,6.5,18.0,70.0,686.0,91.6,2.23
5621,West Bengal,Bardhaman,Wheat,Rabi,2019,Clay Loam,130,51,47,5.96,28.1,70.0,611.8,178.2,4.19
5622,West Bengal,Bardhaman,Rice,Kharif,2019,Clay Loam,81,59,31,6.21,20.4,70.0,499.2,120.0,3.37
5623,West Bengal,Bardhaman,Maize,Kharif,2019,Clay Loam,10,1,8,4.03,37.1,70.0,146.6,28.2,0.1
5624,West Bengal,Bardhaman,Cotton,Kharif,2019,Clay Loam,74,57,53,6.35,28.5,70.0,914.1,128.7,2.48
5625,Maharashtra,Nashik,Wheat,Rabi,2019,Black Soil,118,50,19,7.49,19.8,70.0,878.6,179.0,3.63
5626,Maharashtra,Nashik,Rice,Kharif,2019,Black Soil,111,45,55,7.65,20.6,70.0,953.7,159.2,3.64
5627,Maharashtra,Nashik,Maize,Kharif,2019,Black Soil,88,51,13,8.07,26.5,70.0,420.0,102.6,2.88
5628,Maharashtra,Nashik,Cotton,Kharif,2019,Black Soil,77,53,31,7.93,23.0,70.0,483.9,126.5,2.08
5629,Maharashtra,Pune,Wheat,Rabi,2019,Black Soil,101,52,35,7.38,29.6,70.0,833.5,132.9,3.69
5630,Maharashtra,Pune,Rice,Kharif,2019,Black Soil,103,43,29,7.36,23.4,70.0,449.1,186.8,3.26
5631,Maharashtra,Pune,Maize,Kharif,2019,Black Soil,104,41,8,7.09,25.0,70.0,831.0,166.4,3.16
5632,Maharashtra,Pune,Cotton,Kharif,2019,Black Soil,87,45,27,7.28,20.2,70.0,889.9,129.8,2.4
5633,Tamil Nadu,Thanjavur,Wheat,Rabi,2019,Red Loam,128,56,29,6.67,19.3,70.0,989.2,162.5,4.32
5634,Tamil Nadu,Thanjavur,Rice,Kharif,2019,Red Loam,3,2,9,5.36,39.0,70.0,148.3,24.8,0.16
5635,Tamil Nadu,Thanjavur,Maize,Kharif,2019,Red Loam,76,22,24,6.76,21.5,70.0,304.4,84.2,3.02
5636,Tamil Nadu,Thanjavur,Cotton,Kharif,2019,Red Loam,81,42,29,6.84,20.0,70.0,833.2,108.2,2.31
5637,Andhra Pradesh,Kurnool,Wheat,Rabi,2019,Red Soil,100,74,52,7.3,22.3,70.0,813.7,165.0,4.39
5638,Andhra Pradesh,Kurnool,Rice,Kharif,2019,Red Soil,106,48,42,7.01,28.1,70.0,543.3,144.2,3.62
5639,Andhra Pradesh,Kurnool,Maize,Kharif,2019,Red Soil,109,39,50,6.88,20.1,70.0,825.7,132.9,3.74
5640,Andhra Pradesh,Kurnool,Cotton,Kharif,2019,Red Soil,27,13,7,4.14,39.3,70.0,60.8,25.6,0.1
5641,Punjab,Ludhiana,Wheat,Rabi,2020,Alluvial,153,81,50,7.41,19.8,70.0,857.9,221.1,5.02
5642,Punjab,Ludhiana,Rice,Kharif,2020,Alluvial,114,58,49,7.23,22.2,70.0,376.3,192.7,4.13
5643,Punjab,Ludhiana,Maize,Kharif,2020,Alluvial,103,41,24,7.4,22.2,70.0,949.9,148.2,3.36
5644,Punjab,Ludhiana,Cotton,Kharif,2020,Alluvial,86,33,50,7.49,18.6,70.0,413.4,122.7,2.63
5645,Punjab,Patiala,Wheat,Rabi,2020,Alluvial,108,58,40,7.25,29.9,70.0,618.2,151.1,4.2
5646,Punjab,Patiala,Rice,Kharif,2020,Alluvial,114,39,50,7.59,25.8,70.0,654.0,148.0,3.54
5647,Punjab,Patiala,Maize,Kharif,2020,Alluvial,77,27,25,7.66,28.2,70.0,928.5,104.4,2.63
5648,Punjab,Patiala,Cotton,Kharif,2020,Alluvial,96,37,37,8.01,22.2,70.0,409.6,147.6,2.41
5649,Uttar Pradesh,Kanpur,Wheat,Rabi,2020,Alluvial,113,66,44,6.93,21.1,70.0,808.6,165.0,4.73
5650,Uttar Pradesh,Kanpur,Rice,Kharif,2020,Alluvial,83,55,49,6.88,28.3,70.0,662.9,127.8,3.89
5651,Uttar Pradesh,Kanpur,Maize,Kharif,2020,Alluvial,95,22,33,7.01,27.7,70.0,608.6,99.5,3.21
5652,Uttar Pradesh,Kanpur,Cotton,Kharif,2020,Alluvial,86,55,21,6.8,29.2,70.0,943.5,143.3,2.36
5653,Uttar Pradesh,Varanasi,Wheat,Rabi,2020,Alluvial,1,19,10,4.49,41.1,70.0,134.6,20.1,0.15
5654,Uttar Pradesh,Varanasi,Rice,Kharif,2020,Alluvial,24,17,8,4.72,38.4,70.0,74.0,3.3,0.34
5655,Uttar Pradesh,Varanasi,Maize,Kharif,2020,Alluvial,97,46,37,6.57,20.0,70.0,543.6,139.8,3.77
5656,Uttar Pradesh,Varanasi,Cotton,Kharif,2020,Alluvial,79,31,49,6.99,23.2,70.0,736.7,137.5,2.46
5657,West Bengal,Hooghly,Wheat,Rabi,2020,Alluvial,120,57,25,6.24,23.1,70.0,864.2,166.4,3.99
5658,West Bengal,Hooghly,Rice,Kharif,2020,Alluvial,80,39,45,6.54,29.8,70.0,896.7,126.5,3.39
5659,West Bengal,Hooghly,Maize,Kharif,2020,Alluvial,92,40,27,6.6,25.4,70.0,352.6,99.5,3.41
5660,West Bengal,Hooghly,Cotton,Kharif,2020,Alluvial,98,51,21,5.99,21.6,70.0,809.3,123.7,2.09
5661,West Bengal,Bardhaman,Wheat,Rabi,2020,Clay Loam,92,55,28,6.74,24.7,70.0,993.7,121.4,3.69
5662,West Bengal,Bardhaman,Rice,Kharif,2020,Clay Loam,87,58,41,6.67,23.0,70.0,462.6,128.7,3.65
5663,West Bengal,Bardhaman,Maize,Kharif,2020,Clay Loam,73,42,28,5.52,30.0,70.0,652.3,136.5,3.02
5664,West Bengal,Bardhaman,Cotton,Kharif,2020,Clay Loam,99,26,38,5.87,20.6,70.0,823.8,139.4,2.08
5665,Maharashtra,Nashik,Wheat,Rabi,2020,Black Soil,71,57,35,8.42,24.0,70.0,597.7,125.7,3.3
5666,Maharashtra,Nashik,Rice,Kharif,2020,Black Soil,12,4,8,5.14,36.5,70.0,72.2,17.4,0.56
5667,Maharashtra,Nashik,Maize,Kharif,2020,Black Soil,12,8,3,5.15,39.5,70.0,116.9,11.6,0.3
5668,Maharashtra,Nashik,Cotton,Kharif,2020,Black Soil,2,14,5,5.48,39.1,70.0,68.3,6.5,0.18
5669,Maharashtra,Pune,Wheat,Rabi,2020,Black Soil,132,57,40,7.36,19.6,70.0,473.5,159.4,4.31
5670,Maharashtra,Pune,Rice,Kharif,2020,Black Soil,29,13,11,4.1,40.1,70.0,110.0,0.4,0.11
5671,Maharashtra,Pune,Maize,Kharif,2020,Black Soil,60,44,23,7.3,18.0,70.0,769.9,79.0,2.93
5672,Maharashtra,Pune,Cotton,Kharif,2020,Black Soil,17,8,1,5.02,40.7,70.0,114.3,18.4,0.16
5673,Tamil Nadu,Thanjavur,Wheat,Rabi,2020,Red Loam,143,68,52,6.52,21.3,70.0,390.1,197.8,5.03
5674,Tamil Nadu,Thanjavur,Rice,Kharif,2020,Red Loam,65,51,32,6.92,21.1,70.0,319.9,126.2,3.21
5675,Tamil Nadu,Thanjavur,Maize,Kharif,2020,Red Loam,106,32,19,6.81,26.3,70.0,920.8,136.1,3.3
5676,Tamil Nadu,Thanjavur,Cotton,Kharif,2020,Red Loam,58,26,46,6.73,22.9,70.0,602.4,70.8,1.96
5677,Andhra Pradesh,Kurnool,Wheat,Rabi,2020,Red Soil,8,9,11,4.85,39.7,70.0,116.5,11.5,0.2
5678,Andhra Pradesh,Kurnool,Rice,Kharif,2020,Red Soil,94,36,51,7.36,29.3,70.0,757.3,111.2,3.35
5679,Andhra Pradesh,Kurnool,Maize,Kharif,2020,Red Soil,88,31,18,6.92,24.9,70.0,880.6,98.2,3.02
5680,Andhra Pradesh,Kurnool,Cotton,Kharif,2020,Red Soil,61,46,49,7.25,18.0,70.0,574.3,101.2,2.58
5681,Punjab,Ludhiana,Wheat,Rabi,2021,Alluvial,126,71,35,7.38,20.1,70.0,742.0,184.0,4.57
5682,Punjab,Ludhiana,Rice,Kharif,2021,Alluvial,97,63,53,7.29,27.3,70.0,446.2,141.1,3.9
5683,Punjab,Ludhiana,Maize,Kharif,2021,Alluvial,109,44,46,7.72,20.0,70.0,363.1,149.3,3.68
5684,Punjab,Ludhiana,Cotton,Kharif,2021,Alluvial,74,46,37,6.96,24.6,70.0,882.9,149.7,2.39
5685,Punjab,Patiala,Wheat,Rabi,2021,Alluvial,18,1,11,4.93,42.0,70.0,121.0,13.7,0.24
5686,Punjab,Patiala,Rice,Kharif,2021,Alluvial,123,51,77,7.93,23.1,70.0,663.8,161.1,3.82
5687,Punjab,Patiala,Maize,Kharif,2021,Alluvial,85,55,47,7.41,24.9,70.0,636.8,144.9,3.55
5688,Punjab,Patiala,Cotton,Kharif,2021,Alluvial,25,8,10,4.64,36.0,70.0,90.0,0.0,0.1
5689,Uttar Pradesh,Kanpur,Wheat,Rabi,2021,Alluvial,101,63,33,6.95,23.6,70.0,646.6,164.7,4.02
5690,Uttar Pradesh,Kanpur,Rice,Kharif,2021,Alluvial,82,66,43,6.94,20.6,70.0,875.7,134.7,3.7
5691,Uttar Pradesh,Kanpur,Maize,Kharif,2021,Alluvial,127,58,27,7.28,23.5,70.0,879.9,179.9,3.82
5692,Uttar Pradesh,Kanpur,Cotton,Kharif,2021,Alluvial,34,47,45,7.21,28.0,70.0,590.2,85.2,2.27
5693,Uttar Pradesh,Varanasi,Wheat,Rabi,2021,Alluvial,127,53,42,7.21,25.2,70.0,311.2,189.7,4.43
5694,Uttar Pradesh,Varanasi,Rice,Kharif,2021,Alluvial,3,5,0,4.41,41.8,70.0,110.2,18.6,0.1
5695,Uttar Pradesh,Varanasi,Maize,Kharif,2021,Alluvial,25,7,5,4.52,40.5,70.0,97.9,3.7,0.27
5696,Uttar Pradesh,Varanasi,Cotton,Kharif,2021,Alluvial,105,43,45,7.15,25.1,70.0,601.7,125.9,2.77
5697,West Bengal,Hooghly,Wheat,Rabi,2021,Alluvial,134,56,44,6.43,20.0,70.0,822.3,207.9,4.38
5698,West Bengal,Hooghly,Rice,Kharif,2021,Alluvial,84,58,44,6.89,25.3,70.0,964.0,111.8,3.77
5699,West Bengal,Hooghly,Maize,Kharif,2021,Alluvial,7,7,2,4.91,37.1,70.0,90.6,16.7,0.12
5700,West Bengal,Hooghly,Cotton,Kharif,2021,Alluvial,60,32,51,6.0,21.1,70.0,963.2,65.5,2.14
5701,West Bengal,Bardhaman,Wheat,Rabi,2021,Clay Loam,124,53,63,5.79,27.2,70.0,836.4,162.3,4.0
5702,West Bengal,Bardhaman,Rice,Kharif,2021,Clay Loam,120,42,64,6.22,29.2,70.0,649.9,161.2,4.32
5703,West Bengal,Bardhaman,Maize,Kharif,2021,Clay Loam,111,39,32,6.03,27.3,70.0,762.7,142.5,3.64
5704,West Bengal,Bardhaman,Cotton,Kharif,2021,Clay Loam,77,48,41,6.48,23.1,70.0,600.1,126.3,2.38
5705,Maharashtra,Nashik,Wheat,Rabi,2021,Black Soil,118,41,47,7.73,20.6,70.0,780.8,169.1,4.08
5706,Maharashtra,Nashik,Rice,Kharif,2021,Black Soil,97,41,52,7.32,26.5,70.0,955.8,145.8,3.46
5707,Maharashtra,Nashik,Maize,Kharif,2021,Black Soil,108,42,24,7.7,25.9,70.0,812.5,141.4,3.21
5708,Maharashtra,Nashik,Cotton,Kharif,2021,Black Soil,96,53,27,7.96,27.3,70.0,865.7,122.2,2.29
5709,Maharashtra,Pune,Wheat,Rabi,2021,Black Soil,92,55,21,7.25,23.6,70.0,536.1,126.1,3.51
5710,Maharashtra,Pune,Rice,Kharif,2021,Black Soil,84,47,58,7.7,20.5,70.0,669.5,113.0,3.42
5711,Maharashtra,Pune,Maize,Kharif,2021,Black Soil,76,46,35,7.81,20.4,70.0,729.8,114.9,3.09
5712,Maharashtra,Pune,Cotton,Kharif,2021,Black Soil,15,13,6,4.11,39.3,70.0,119.5,27.8,0.1
5713,Tamil Nadu,Thanjavur,Wheat,Rabi,2021,Red Loam,153,63,33,7.09,24.7,70.0,802.1,200.3,4.68
5714,Tamil Nadu,Thanjavur,Rice,Kharif,2021,Red Loam,104,51,46,6.87,24.7,70.0,569.3,124.3,3.86
5715,Tamil Nadu,Thanjavur,Maize,Kharif,2021,Red Loam,17,6,11,4.7,37.5,70.0,140.9,22.2,0.31
5716,Tamil Nadu,Thanjavur,Cotton,Kharif,2021,Red Loam,88,30,35,6.84,18.2,70.0,702.9,107.5,2.25
5717,Andhra Pradesh,Kurnool,Wheat,Rabi,2021,Red Soil,93,76,41,6.9,20.5,70.0,785.2,155.9,4.61
5718,Andhra Pradesh,Kurnool,Rice,Kharif,2021,Red Soil,92,38,54,7.11,24.4,70.0,585.3,125.8,3.47
5719,Andhra Pradesh,Kurnool,Maize,Kharif,2021,Red Soil,91,38,30,7.26,29.0,70.0,555.3,128.3,3.31
5720,Andhra Pradesh,Kurnool,Cotton,Kharif,2021,Red Soil,119,43,49,7.51,26.5,70.0,302.3,160.8,2.63
5721,Punjab,Ludhiana,Wheat,Rabi,2022,Alluvial,135,53,36,6.64,21.3,70.0,417.2,176.2,4.29
5722,Punjab,Ludhiana,Rice,Kharif,2022,Alluvial,98,43,76,7.65,25.4,70.0,326.4,148.7,3.6
5723,Punjab,Ludhiana,Maize,Kharif,2022,Alluvial,89,34,17,7.51,21.8,70.0,697.2,128.2,2.79
5724,Punjab,Ludhiana,Cotton,Kharif,2022,Alluvial,64,52,61,7.36,21.5,70.0,475.8,123.7,2.37
5725,Punjab,Patiala,Wheat,Rabi,2022,Alluvial,156,78,41,7.45,18.5,70.0,888.2,233.9,4.63
5726,Punjab,Patiala,Rice,Kharif,2022,Alluvial,72,53,57,8.21,30.0,70.0,610.5,108.5,3.24
5727,Punjab,Patiala,Maize,Kharif,2022,Alluvial,67,51,29,7.57,29.7,70.0,853.3,109.7,2.91
5728,Punjab,Patiala,Cotton,Kharif,2022,Alluvial,81,37,32,8.07,23.9,70.0,759.1,102.0,2.08
5729,Uttar Pradesh,Kanpur,Wheat,Rabi,2022,Alluvial,130,55,35,6.92,29.4,70.0,486.3,197.1,4.45
5730,Uttar Pradesh,Kanpur,Rice,Kharif,2022,Alluvial,114,41,60,7.45,27.5,70.0,546.3,150.4,3.89
5731,Uttar Pradesh,Kanpur,Maize,Kharif,2022,Alluvial,52,49,30,7.45,22.1,70.0,846.6,73.2,3.17
5732,Uttar Pradesh,Kanpur,Cotton,Kharif,2022,Alluvial,86,33,59,7.13,29.6,70.0,633.9,95.8,2.56
5733,Uttar Pradesh,Varanasi,Wheat,Rabi,2022,Alluvial,125,58,33,7.37,27.7,70.0,367.7,151.1,4.41
5734,Uttar Pradesh,Varanasi,Rice,Kharif,2022,Alluvial,136,46,65,6.56,24.7,70.0,502.5,179.6,4.25
5735,Uttar Pradesh,Varanasi,Maize,Kharif,2022,Alluvial,76,30,30,6.52,21.3,70.0,348.8,113.7,3.14
5736,Uttar Pradesh,Varanasi,Cotton,Kharif,2022,Alluvial,53,39,25,6.79,26.6,70.0,921.7,87.8,1.94
5737,West Bengal,Hooghly,Wheat,Rabi,2022,Alluvial,115,42,47,6.42,27.7,70.0,727.6,154.2,4.03
5738,West Bengal,Hooghly,Rice,Kharif,2022,Alluvial,107,51,43,5.78,26.4,70.0,552.6,166.1,3.72
5739,West Bengal,Hooghly,Maize,Kharif,2022,Alluvial,58,53,25,6.77,21.9,70.0,516.3,124.0,3.11
5740,West Bengal,Hooghly,Cotton,Kharif,2022,Alluvial,58,39,32,6.42,29.6,70.0,427.2,77.2,2.11
5741,West Bengal,Bardhaman,Wheat,Rabi,2022,Clay Loam,125,68,25,6.25,26.3,70.0,875.4,183.4,3.94
5742,West Bengal,Bardhaman,Rice,Kharif,2022,Clay Loam,107,32,43,6.26,21.0,70.0,427.0,154.3,3.67
5743,West Bengal,Bardhaman,Maize,Kharif,2022,Clay Loam,87,46,47,6.27,26.0,70.0,758.0,111.5,3.52
5744,West Bengal,Bardhaman,Cotton,Kharif,2022,Clay Loam,81,37,43,6.25,20.8,70.0,787.7,111.9,2.16
5745,Maharashtra,Nashik,Wheat,Rabi,2022,Black Soil,124,62,47,7.61,28.9,70.0,417.6,150.1,4.43
5746,Maharashtra,Nashik,Rice,Kharif,2022,Black Soil,99,50,46,7.88,27.8,70.0,914.9,137.9,3.35
5747,Maharashtra,Nashik,Maize,Kharif,2022,Black Soil,121,53,26,7.62,21.0,70.0,491.7,149.7,3.35
5748,Maharashtra,Nashik,Cotton,Kharif,2022,Black Soil,74,16,44,7.63,26.7,70.0,386.3,80.7,2.16
5749,Maharashtra,Pune,Wheat,Rabi,2022,Black Soil,131,50,57,7.69,20.7,70.0,525.0,182.1,4.27
5750,Maharashtra,Pune,Rice,Kharif,2022,Black Soil,122,57,43,7.54,26.7,70.0,353.2,157.0,3.71
5751,Maharashtra,Pune,Maize,Kharif,2022,Black Soil,105,20,28,7.24,28.2,70.0,372.8,127.1,3.23
5752,Maharashtra,Pune,Cotton,Kharif,2022,Black Soil,117,35,41,7.12,22.5,70.0,346.8,155.0,2.6
5753,Tamil Nadu,Thanjavur,Wheat,Rabi,2022,Red Loam,132,54,51,6.58,20.7,70.0,392.0,171.5,4.47
5754,Tamil Nadu,Thanjavur,Rice,Kharif,2022,Red Loam,78,43,65,6.55,22.5,70.0,492.3,111.6,3.66
5755,Tamil Nadu,Thanjavur,Maize,Kharif,2022,Red Loam,119,50,33,6.79,26.0,70.0,679.4,159.1,3.97
5756,Tamil Nadu,Thanjavur,Cotton,Kharif,2022,Red Loam,83,61,34,7.18,23.9,70.0,685.9,131.8,2.81
5757,Andhra Pradesh,Kurnool,Wheat,Rabi,2022,Red Soil,103,77,38,6.88,18.5,70.0,954.5,170.4,4.45
5758,Andhra Pradesh,Kurnool,Rice,Kharif,2022,Red Soil,111,55,44,7.14,26.9,70.0,668.9,120.0,3.98
5759,Andhra Pradesh,Kurnool,Maize,Kharif,2022,Red Soil,105,24,44,6.93,19.5,70.0,907.6,127.2,3.62
5760,Andhra Pradesh,Kurnool,Cotton,Kharif,2022,Red Soil,83,47,39,6.89,23.8,70.0,433.0,127.4,2.42
5761,Punjab,Ludhiana,Wheat,Rabi,2023,Alluvial,108,52,51,7.08,24.8,70.0,518.4,141.5,4.41
5762,Punjab,Ludhiana,Rice,Kharif,2023,Alluvial,102,24,57,7.59,27.2,70.0,435.7,121.1,3.41
5763,Punjab,Ludhiana,Maize,Kharif,2023,Alluvial,12,12,10,5.1,36.2,70.0,148.2,5.8,0.3
5764,Punjab,Ludhiana,Cotton,Kharif,2023,Alluvial,66,60,52,7.22,22.3,70.0,776.9,114.7,2.57
5765,Punjab,Patiala,Wheat,Rabi,2023,Alluvial,81,43,31,7.69,24.9,70.0,614.1,110.6,3.55
5766,Punjab,Patiala,Rice,Kharif,2023,Alluvial,127,35,58,7.13,23.2,70.0,712.2,160.0,3.94
5767,Punjab,Patiala,Maize,Kharif,2023,Alluvial,85,39,31,7.33,23.3,70.0,377.9,98.6,3.42
5768,Punjab,Patiala,Cotton,Kharif,2023,Alluvial,52,40,48,7.47,22.4,70.0,691.4,85.7,2.4
5769,Uttar Pradesh,Kanpur,Wheat,Rabi,2023,Alluvial,133,65,30,6.58,24.3,70.0,785.8,188.2,4.31
5770,Uttar Pradesh,Kanpur,Rice,Kharif,2023,Alluvial,107,44,56,7.02,18.0,70.0,390.1,163.5,3.82
5771,Uttar Pradesh,Kanpur,Maize,Kharif,2023,Alluvial,14,6,10,4.16,38.6,70.0,90.4,4.0,0.24
5772,Uttar Pradesh,Kanpur,Cotton,Kharif,2023,Alluvial,97,41,44,6.79,23.6,70.0,992.1,149.0,2.71
5773,Uttar Pradesh,Varanasi,Wheat,Rabi,2023,Alluvial,114,63,39,6.84,22.2,70.0,990.3,155.6,4.25
5774,Uttar Pradesh,Varanasi,Rice,Kharif,2023,Alluvial,83,39,54,6.54,23.1,70.0,776.2,125.4,3.58
5775,Uttar Pradesh,Varanasi,Maize,Kharif,2023,Alluvial,0,10,12,4.9,36.4,70.0,138.2,13.1,0.32
5776,Uttar Pradesh,Varanasi,Cotton,Kharif,2023,Alluvial,40,39,40,7.73,25.2,70.0,988.9,95.0,1.88
5777,West Bengal,Hooghly,Wheat,Rabi,2023,Alluvial,18,17,8,4.66,36.0,70.0,96.9,17.3,0.32
5778,West Bengal,Hooghly,Rice,Kharif,2023,Alluvial,52,57,34,6.61,27.0,70.0,458.3,126.6,3.13
5779,West Bengal,Hooghly,Maize,Kharif,2023,Alluvial,61,39,24,6.97,22.5,70.0,742.1,78.7,2.97
5780,West Bengal,Hooghly,Cotton,Kharif,2023,Alluvial,79,43,50,6.94,27.6,70.0,526.2,117.6,2.53
5781,West Bengal,Bardhaman,Wheat,Rabi,2023,Clay Loam,98,46,43,6.71,21.8,70.0,850.9,120.8,4.04
5782,West Bengal,Bardhaman,Rice,Kharif,2023,Clay Loam,93,42,36,6.46,22.7,70.0,909.2,131.7,3.63
5783,West Bengal,Bardhaman,Maize,Kharif,2023,Clay Loam,17,6,6,5.02,40.4,70.0,52.8,21.0,1.23
5784,West Bengal,Bardhaman,Cotton,Kharif,2023,Clay Loam,73,56,33,6.04,21.1,70.0,783.8,137.7,2.22
5785,Maharashtra,Nashik,Wheat,Rabi,2023,Black Soil,142,44,38,7.22,20.5,70.0,532.9,159.8,4.35
5786,Maharashtra,Nashik,Rice,Kharif,2023,Black Soil,103,49,50,7.57,29.4,70.0,413.2,144.5,3.73
5787,Maharashtra,Nashik,Maize,Kharif,2023,Black Soil,28,7,12,5.0,41.2,70.0,136.5,28.8,1.22
5788,Maharashtra,Nashik,Cotton,Kharif,2023,Black Soil,90,46,44,7.5,18.5,70.0,955.0,109.2,2.62
5789,Maharashtra,Pune,Wheat,Rabi,2023,Black Soil,105,70,58,7.58,22.9,70.0,592.9,161.5,4.3
5790,Maharashtra,Pune,Rice,Kharif,2023,Black Soil,119,51,45,7.34,21.8,70.0,771.6,153.5,3.88
5791,Maharashtra,Pune,Maize,Kharif,2023,Black Soil,55,29,52,7.89,18.6,70.0,708.9,80.9,2.66
5792,Maharashtra,Pune,Cotton,Kharif,2023,Black Soil,69,35,45,7.56,22.6,70.0,582.8,94.9,2.48
5793,Tamil Nadu,Thanjavur,Wheat,Rabi,2023,Red Loam,95,53,24,7.25,18.3,70.0,548.0,138.9,3.47
5794,Tamil Nadu,Thanjavur,Rice,Kharif,2023,Red Loam,76,57,38,6.87,29.5,70.0,598.1,141.0,3.6
5795,Tamil Nadu,Thanjavur,Maize,Kharif,2023,Red Loam,81,36,33,6.38,28.6,70.0,567.5,121.0,3.14
5796,Tamil Nadu,Thanjavur,Cotton,Kharif,2023,Red Loam,99,60,41,6.68,21.3,70.0,546.6,141.4,2.8
5797,Andhra Pradesh,Kurnool,Wheat,Rabi,2023,Red Soil,114,65,51,7.28,18.0,70.0,482.6,184.6,4.47
5798,Andhra Pradesh,Kurnool,Rice,Kharif,2023,Red Soil,98,48,41,6.99,25.2,70.0,762.8,121.1,3.71
5799,Andhra Pradesh,Kurnool,Maize,Kharif,2023,Red Soil,94,42,29,7.08,29.5,70.0,909.8,123.5,3.5
5800,Andhra Pradesh,Kurnool,Cotton,Kharif,2023,Red Soil,74,51,35,7.5,29.1,70.0,405.5,117.5,2.38
5801,Punjab,Ludhiana,Wheat,Rabi,2019,Alluvial,118,59,35,7.65,28.5,70.0,627.8,161.6,4.11
5802,Punjab,Ludhiana,Rice,Kharif,2019,Alluvial,9,18,8,5.07,40.9,70.0,102.4,25.3,0.44
5803,Punjab,Ludhiana,Maize,Kharif,2019,Alluvial,110,45,14,7.85,18.5,70.0,995.6,128.6,2.96
5804,Punjab,Ludhiana,Cotton,Kharif,2019,Alluvial,23,52,42,7.28,27.0,70.0,742.6,61.8,2.07
5805,Punjab,Patiala,Wheat,Rabi,2019,Alluvial,138,68,47,8.14,20.3,70.0,700.7,182.6,4.54
5806,Punjab,Patiala,Rice,Kharif,2019,Alluvial,99,70,47,7.7,28.6,70.0,726.7,158.9,3.68
5807,Punjab,Patiala,Maize,Kharif,2019,Alluvial,130,40,0,7.4,23.4,70.0,370.8,152.8,0.8
5808,Punjab,Patiala,Cotton,Kharif,2019,Alluvial,62,31,46,7.8,19.3,70.0,559.8,77.9,2.12
5809,Uttar Pradesh,Kanpur,Wheat,Rabi,2019,Alluvial,4,16,2,4.17,36.1,70.0,94.4,26.4,0.1
5810,Uttar Pradesh,Kanpur,Rice,Kharif,2019,Alluvial,98,44,55,7.23,23.2,70.0,392.9,150.2,3.62
5811,Uttar Pradesh,Kanpur,Maize,Kharif,2019,Alluvial,36,37,17,7.29,23.2,70.0,326.6,86.8,2.39
5812,Uttar Pradesh,Kanpur,Cotton,Kharif,2019,Alluvial,7,1,14,4.25,38.6,70.0,147.2,4.5,0.1
5813,Uttar Pradesh,Varanasi,Wheat,Rabi,2019,Alluvial,142,67,68,7.4,25.6,70.0,651.1,189.0,4.9
5814,Uttar Pradesh,Varanasi,Rice,Kharif,2019,Alluvial,94,28,47,7.22,18.4,70.0,372.0,104.5,3.26
5815,Uttar Pradesh,Varanasi,Maize,Kharif,2019,Alluvial,90,52,34,6.95,18.3,70.0,354.1,129.7,3.71
5816,Uttar Pradesh,Varanasi,Cotton,Kharif,2019,Alluvial,63,36,40,7.25,21.8,70.0,525.8,94.8,2.28
5817,West Bengal,Hooghly,Wheat,Rabi,2019,Alluvial,86,68,53,6.96,27.0,70.0,368.9,130.0,4.57
5818,West Bengal,Hooghly,Rice,Kharif,2019,Alluvial,18,9,7,4.48,37.8,70.0,92.3,0.2,0.37
